stick_id,member_id,member_group,lane,piece_index,s0_mm,s1_mm,cut_length_mm,x0_mm,y0_mm,z0_mm,x1_mm,y1_mm,z1_mm,N_piece_N,sigma_axial_piece_MPa,member_state,mass_g
M016-L04-P01,16,top_chord,4,1,0.0,100.0,100.0,600.0,-85.0,220.0,700.0,-85.0,220.0,-94.97384567962729,-9.045128159964504,compression,1.1666666666666667
M016-L05-P01,16,top_chord,5,1,0.0,100.0,100.0,600.0,-85.0,220.0,700.0,-85.0,220.0,-94.97384567962729,-9.045128159964504,compression,1.1666666666666667
M017-L01-P01,17,bottom_chord,1,1,0.0,100.0,100.0,700.0,-85.0,0.0,800.0,-85.0,0.0,98.400287642501,9.371455965952476,tension,1.1666666666666667
M017-L02-P01,17,bottom_chord,2,1,0.0,100.0,100.0,700.0,-85.0,0.0,800.0,-85.0,0.0,98.400287642501,9.371455965952476,tension,1.1666666666666667
M017-L03-P01,17,bottom_chord,3,1,0.0,100.0,100.0,700.0,-85.0,0.0,800.0,-85.0,0.0,98.400287642501,9.371455965952476,tension,1.1666666666666667
M017-L04-P01,17,bottom_chord,4,1,0.0,100.0,100.0,700.0,-85.0,0.0,800.0,-85.0,0.0,98.400287642501,9.371455965952476,tension,1.1666666666666667
M018-L01-P01,18,top_chord,1,1,0.0,100.0,100.0,700.0,-85.0,220.0,800.0,-85.0,220.0,-90.20398311892458,-8.590855535135674,compression,1.1666666666666667
M018-L02-P01,18,top_chord,2,1,0.0,100.0,100.0,700.0,-85.0,220.0,800.0,-85.0,220.0,-90.20398311892458,-8.590855535135674,compression,1.1666666666666667
M018-L03-P01,18,top_chord,3,1,0.0,100.0,100.0,700.0,-85.0,220.0,800.0,-85.0,220.0,-90.20398311892458,-8.590855535135674,compression,1.1666666666666667
M018-L04-P01,18,top_chord,4,1,0.0,100.0,100.0,700.0,-85.0,220.0,800.0,-85.0,220.0,-90.20398311892458,-8.590855535135674,compression,1.1666666666666667
M018-L05-P01,18,top_chord,5,1,0.0,100.0,100.0,700.0,-85.0,220.0,800.0,-85.0,220.0,-90.20398311892458,-8.590855535135674,compression,1.1666666666666667
M019-L01-P01,19,bottom_chord,1,1,0.0,100.0,100.0,800.0,-85.0,0.0,900.0,-85.0,0.0,87.3473230016686,8.318792666825582,tension,1.1666666666666667
M019-L02-P01,19,bottom_chord,2,1,0.0,100.0,100.0,800.0,-85.0,0.0,900.0,-85.0,0.0,87.3473230016686,8.318792666825582,tension,1.1666666666666667
M019-L03-P01,19,bottom_chord,3,1,0.0,100.0,100.0,800.0,-85.0,0.0,900.0,-85.0,0.0,87.3473230016686,8.318792666825582,tension,1.1666666666666667
M019-L04-P01,19,bottom_chord,4,1,0.0,100.0,100.0,800.0,-85.0,0.0,900.0,-85.0,0.0,87.3473230016686,8.318792666825582,tension,1.1666666666666667
M020-L01-P01,20,top_chord,1,1,0.0,106.51030205780306,106.51030205780306,800.0,-85.0,220.0,900.0,-85.0,183.33333333333331,-82.53616909945654,-7.860587533281576,compression,1.242620190674369
M020-L02-P01,20,top_chord,2,1,0.0,106.51030205780306,106.51030205780306,800.0,-85.0,220.0,900.0,-85.0,183.33333333333331,-82.53616909945654,-7.860587533281576,compression,1.242620190674369
M020-L03-P01,20,top_chord,3,1,0.0,106.51030205780306,106.51030205780306,800.0,-85.0,220.0,900.0,-85.0,183.33333333333331,-82.53616909945654,-7.860587533281576,compression,1.242620190674369
M020-L04-P01,20,top_chord,4,1,0.0,106.51030205780306,106.51030205780306,800.0,-85.0,220.0,900.0,-85.0,183.33333333333331,-82.53616909945654,-7.860587533281576,compression,1.242620190674369
M020-L05-P01,20,top_chord,5,1,0.0,106.51030205780306,106.51030205780306,800.0,-85.0,220.0,900.0,-85.0,183.33333333333331,-82.53616909945654,-7.860587533281576,compression,1.242620190674369
M021-L01-P01,21,bottom_chord,1,1,0.0,100.0,100.0,900.0,-85.0,0.0,1000.0,-85.0,0.0,71.59376580564549,6.818453886251952,tension,1.1666666666666667
M021-L02-P01,21,bottom_chord,2,1,0.0,100.0,100.0,900.0,-85.0,0.0,1000.0,-85.0,0.0,71.59376580564549,6.818453886251952,tension,1.1666666666666667
M021-L03-P01,21,bottom_chord,3,1,0.0,100.0,100.0,900.0,-85.0,0.0,1000.0,-85.0,0.0,71.59376580564549,6.818453886251952,tension,1.1666666666666667
M021-L04-P01,21,bottom_chord,4,1,0.0,100.0,100.0,900.0,-85.0,0.0,1000.0,-85.0,0.0,71.59376580564549,6.818453886251952,tension,1.1666666666666667
M022-L01-P01,22,top_chord,1,1,0.0,106.51030205780305,106.51030205780305,900.0,-85.0,183.33333333333331,1000.0,-85.0,146.66666666666666,-73.14001372771308,-6.965715593115531,compression,1.2426201906743688
M022-L02-P01,22,top_chord,2,1,0.0,106.51030205780305,106.51030205780305,900.0,-85.0,183.33333333333331,1000.0,-85.0,146.66666666666666,-73.14001372771308,-6.965715593115531,compression,1.2426201906743688
M022-L03-P01,22,top_chord,3,1,0.0,106.51030205780305,106.51030205780305,900.0,-85.0,183.33333333333331,1000.0,-85.0,146.66666666666666,-73.14001372771308,-6.965715593115531,compression,1.2426201906743688
M022-L04-P01,22,top_chord,4,1,0.0,106.51030205780305,106.51030205780305,900.0,-85.0,183.33333333333331,1000.0,-85.0,146.66666666666666,-73.14001372771308,-6.965715593115531,compression,1.2426201906743688
M022-L05-P01,22,top_chord,5,1,0.0,106.51030205780305,106.51030205780305,900.0,-85.0,183.33333333333331,1000.0,-85.0,146.66666666666666,-73.14001372771308,-6.965715593115531,compression,1.2426201906743688
M023-L01-P01,23,bottom_chord,1,1,0.0,100.0,100.0,1000.0,-85.0,0.0,1100.0,-85.0,0.0,46.73784807992258,4.451223626659293,tension,1.1666666666666667
M023-L02-P01,23,bottom_chord,2,1,0.0,100.0,100.0,1000.0,-85.0,0.0,1100.0,-85.0,0.0,46.73784807992258,4.451223626659293,tension,1.1666666666666667
M023-L03-P01,23,bottom_chord,3,1,0.0,100.0,100.0,1000.0,-85.0,0.0,1100.0,-85.0,0.0,46.73784807992258,4.451223626659293,tension,1.1666666666666667
M023-L04-P01,23,bottom_chord,4,1,0.0,100.0,100.0,1000.0,-85.0,0.0,1100.0,-85.0,0.0,46.73784807992258,4.451223626659293,tension,1.1666666666666667
M024-L01-P01,24,top_chord,1,1,0.0,106.51030205780306,106.51030205780306,1000.0,-85.0,146.66666666666666,1100.0,-85.0,109.99999999999999,-59.86019399364867,-5.700970856537968,compression,1.242620190674369
M024-L02-P01,24,top_chord,2,1,0.0,106.51030205780306,106.51030205780306,1000.0,-85.0,146.66666666666666,1100.0,-85.0,109.99999999999999,-59.86019399364867,-5.700970856537968,compression,1.242620190674369
M024-L03-P01,24,top_chord,3,1,0.0,106.51030205780306,106.51030205780306,1000.0,-85.0,146.66666666666666,1100.0,-85.0,109.99999999999999,-59.86019399364867,-5.700970856537968,compression,1.242620190674369
M024-L04-P01,24,top_chord,4,1,0.0,106.51030205780306,106.51030205780306,1000.0,-85.0,146.66666666666666,1100.0,-85.0,109.99999999999999,-59.86019399364867,-5.700970856537968,compression,1.242620190674369
M024-L05-P01,24,top_chord,5,1,0.0,106.51030205780306,106.51030205780306,1000.0,-85.0,146.66666666666666,1100.0,-85.0,109.99999999999999,-59.86019399364867,-5.700970856537968,compression,1.242620190674369
M025-L01-P01,25,bottom_chord,1,1,0.0,100.0,100.0,1100.0,-85.0,0.0,1200.0,-85.0,0.0,-0.0903168248987063,-0.008601602371305361,compression,1.1666666666666667
M025-L02-P01,25,bottom_chord,2,1,0.0,100.0,100.0,1100.0,-85.0,0.0,1200.0,-85.0,0.0,-0.0903168248987063,-0.008601602371305361,compression,1.1666666666666667
M025-L03-P01,25,bottom_chord,3,1,0.0,100.0,100.0,1100.0,-85.0,0.0,1200.0,-85.0,0.0,-0.0903168248987063,-0.008601602371305361,compression,1.1666666666666667
M025-L04-P01,25,bottom_chord,4,1,0.0,100.0,100.0,1100.0,-85.0,0.0,1200.0,-85.0,0.0,-0.0903168248987063,-0.008601602371305361,compression,1.1666666666666667
M026-L01-P01,26,top_chord,1,1,0.0,106.51030205780306,106.51030205780306,1100.0,-85.0,109.99999999999999,1200.0,-85.0,73.33333333333331,-39.20631555051496,-3.733934814334758,compression,1.242620190674369
M026-L02-P01,26,top_chord,2,1,0.0,106.51030205780306,106.51030205780306,1100.0,-85.0,109.99999999999999,1200.0,-85.0,73.33333333333331,-39.20631555051496,-3.733934814334758,compression,1.242620190674369
M026-L03-P01,26,top_chord,3,1,0.0,106.51030205780306,106.51030205780306,1100.0,-85.0,109.99999999999999,1200.0,-85.0,73.33333333333331,-39.20631555051496,-3.733934814334758,compression,1.242620190674369
M026-L04-P01,26,top_chord,4,1,0.0,106.51030205780306,106.51030205780306,1100.0,-85.0,109.99999999999999,1200.0,-85.0,73.33333333333331,-39.20631555051496,-3.733934814334758,compression,1.242620190674369
M026-L05-P01,26,top_chord,5,1,0.0,106.51030205780306,106.51030205780306,1100.0,-85.0,109.99999999999999,1200.0,-85.0,73.33333333333331,-39.20631555051496,-3.733934814334758,compression,1.242620190674369
M027-L01-P01,27,bottom_chord,1,1,0.0,100.0,100.0,1200.0,-85.0,0.0,1300.0,-85.0,0.0,-1.3988810110276972e-13,-1.3322676295501878e-14,compression,1.1666666666666667
M027-L02-P01,27,bottom_chord,2,1,0.0,100.0,100.0,1200.0,-85.0,0.0,1300.0,-85.0,0.0,-1.3988810110276972e-13,-1.3322676295501878e-14,compression,1.1666666666666667
M027-L03-P01,27,bottom_chord,3,1,0.0,100.0,100.0,1200.0,-85.0,0.0,1300.0,-85.0,0.0,-1.3988810110276972e-13,-1.3322676295501878e-14,compression,1.1666666666666667
M027-L04-P01,27,bottom_chord,4,1,0.0,100.0,100.0,1200.0,-85.0,0.0,1300.0,-85.0,0.0,-1.3988810110276972e-13,-1.3322676295501878e-14,compression,1.1666666666666667
M028-L01-P01,28,top_chord,1,1,0.0,100.0,100.0,1200.0,-85.0,73.33333333333331,1300.0,-85.0,73.33333333333331,0.03612672995955246,0.003440640948528806,tension,1.1666666666666667
M028-L02-P01,28,top_chord,2,1,0.0,100.0,100.0,1200.0,-85.0,73.33333333333331,1300.0,-85.0,73.33333333333331,0.03612672995955246,0.003440640948528806,tension,1.1666666666666667
M028-L03-P01,28,top_chord,3,1,0.0,100.0,100.0,1200.0,-85.0,73.33333333333331,1300.0,-85.0,73.33333333333331,0.03612672995955246,0.003440640948528806,tension,1.1666666666666667
M028-L04-P01,28,top_chord,4,1,0.0,100.0,100.0,1200.0,-85.0,73.33333333333331,1300.0,-85.0,73.33333333333331,0.03612672995955246,0.003440640948528806,tension,1.1666666666666667
M028-L05-P01,28,top_chord,5,1,0.0,100.0,100.0,1200.0,-85.0,73.33333333333331,1300.0,-85.0,73.33333333333331,0.03612672995955246,0.003440640948528806,tension,1.1666666666666667
M029-L01-P01,29,vertical,1,1,0.0,73.33333333333333,73.33333333333333,-100.0,-85.0,0.0,-100.0,-85.0,73.33333333333333,-0.018970509203824027,-0.001806715162268955,compression,0.8555555555555555
M029-L02-P01,29,vertical,2,1,0.0,73.33333333333333,73.33333333333333,-100.0,-85.0,0.0,-100.0,-85.0,73.33333333333333,-0.018970509203824027,-0.001806715162268955,compression,0.8555555555555555
M029-L03-P01,29,vertical,3,1,0.0,73.33333333333333,73.33333333333333,-100.0,-85.0,0.0,-100.0,-85.0,73.33333333333333,-0.018970509203824027,-0.001806715162268955,compression,0.8555555555555555
M030-L01-P01,30,vertical,1,1,0.0,73.33333333333333,73.33333333333333,0.0,-85.0,0.0,0.0,-85.0,73.33333333333333,-78.82166111835431,-7.5068248684146965,compression,0.8555555555555555
M030-L02-P01,30,vertical,2,1,0.0,73.33333333333333,73.33333333333333,0.0,-85.0,0.0,0.0,-85.0,73.33333333333333,-78.82166111835431,-7.5068248684146965,compression,0.8555555555555555
M030-L03-P01,30,vertical,3,1,0.0,73.33333333333333,73.33333333333333,0.0,-85.0,0.0,0.0,-85.0,73.33333333333333,-78.82166111835431,-7.5068248684146965,compression,0.8555555555555555
M031-L01-P01,31,vertical,1,1,0.0,110.0,110.0,100.0,-85.0,0.0,100.0,-85.0,110.0,-50.59341592889098,-4.818420564656283,compression,1.2833333333333334
M031-L02-P01,31,vertical,2,1,0.0,110.0,110.0,100.0,-85.0,0.0,100.0,-85.0,110.0,-50.59341592889098,-4.818420564656283,compression,1.2833333333333334
M031-L03-P01,31,vertical,3,1,0.0,110.0,110.0,100.0,-85.0,0.0,100.0,-85.0,110.0,-50.59341592889098,-4.818420564656283,compression,1.2833333333333334
M032-L01-P01,32,vertical,1,1,0.0,120.0,120.0,200.0,-85.0,0.0,200.0,-85.0,120.0,-36.28934600902481,-3.4561281913356963,compression,1.4
M032-L01-P02,32,vertical,1,2,90.0,146.66666666666669,56.666666666666686,200.0,-85.0,90.0,200.0,-85.0,146.66666666666669,-36.28934600902481,-3.4561281913356963,compression,0.6611111111111113
M032-L02-P01,32,vertical,2,1,0.0,120.0,120.0,200.0,-85.0,0.0,200.0,-85.0,120.0,-36.28934600902481,-3.4561281913356963,compression,1.4
M032-L02-P02,32,vertical,2,2,90.0,146.66666666666669,56.666666666666686,200.0,-85.0,90.0,200.0,-85.0,146.66666666666669,-36.28934600902481,-3.4561281913356963,compression,0.6611111111111113
M032-L03-P01,32,vertical,3,1,0.0,120.0,120.0,200.0,-85.0,0.0,200.0,-85.0,120.0,-36.28934600902481,-3.4561281913356963,compression,1.4
M032-L03-P02,32,vertical,3,2,90.0,146.66666666666669,56.666666666666686,200.0,-85.0,90.0,200.0,-85.0,146.66666666666669,-36.28934600902481,-3.4561281913356963,compression,0.6611111111111113
M033-L01-P01,33,vertical,1,1,0.0,120.0,120.0,300.0,-85.0,0.0,300.0,-85.0,120.0,-27.95468707472332,-2.6623511499736496,compression,1.4
M033-L01-P02,33,vertical,1,2,90.0,183.33333333333334,93.33333333333334,300.0,-85.0,90.0,300.0,-85.0,183.33333333333334,-27.95468707472332,-2.6623511499736496,compression,1.088888888888889
M033-L02-P01,33,vertical,2,1,0.0,120.0,120.0,300.0,-85.0,0.0,300.0,-85.0,120.0,-27.95468707472332,-2.6623511499736496,compression,1.4
M033-L02-P02,33,vertical,2,2,90.0,183.33333333333334,93.33333333333334,300.0,-85.0,90.0,300.0,-85.0,183.33333333333334,-27.95468707472332,-2.6623511499736496,compression,1.088888888888889
M033-L03-P01,33,vertical,3,1,0.0,120.0,120.0,300.0,-85.0,0.0,300.0,-85.0,120.0,-27.95468707472332,-2.6623511499736496,compression,1.4
M033-L03-P02,33,vertical,3,2,90.0,183.33333333333334,93.33333333333334,300.0,-85.0,90.0,300.0,-85.0,183.33333333333334,-27.95468707472332,-2.6623511499736496,compression,1.088888888888889
M034-L01-P01,34,vertical,1,1,0.0,120.0,120.0,400.0,-85.0,0.0,400.0,-85.0,120.0,-22.52676645162735,-2.145406328726414,compression,1.4
M034-L01-P02,34,vertical,1,2,90.0,210.0,120.0,400.0,-85.0,90.0,400.0,-85.0,210.0,-22.52676645162735,-2.145406328726414,compression,1.4
M034-L01-P03,34,vertical,1,3,180.0,220.0,40.0,400.0,-85.0,180.0,400.0,-85.0,220.0,-22.52676645162735,-2.145406328726414,compression,0.4666666666666667
M034-L02-P01,34,vertical,2,1,0.0,120.0,120.0,400.0,-85.0,0.0,400.0,-85.0,120.0,-22.52676645162735,-2.145406328726414,compression,1.4
M034-L02-P02,34,vertical,2,2,90.0,210.0,120.0,400.0,-85.0,90.0,400.0,-85.0,210.0,-22.52676645162735,-2.145406328726414,compression,1.4
M034-L02-P03,34,vertical,2,3,180.0,220.0,40.0,400.0,-85.0,180.0,400.0,-85.0,220.0,-22.52676645162735,-2.145406328726414,compression,0.4666666666666667
M034-L03-P01,34,vertical,3,1,0.0,120.0,120.0,400.0,-85.0,0.0,400.0,-85.0,120.0,-22.52676645162735,-2.145406328726414,compression,1.4
M034-L03-P02,34,vertical,3,2,90.0,210.0,120.0,400.0,-85.0,90.0,400.0,-85.0,210.0,-22.52676645162735,-2.145406328726414,compression,1.4
M034-L03-P03,34,vertical,3,3,180.0,220.0,40.0,400.0,-85.0,180.0,400.0,-85.0,220.0,-22.52676645162735,-2.145406328726414,compression,0.4666666666666667
M035-L01-P01,35,vertical,1,1,0.0,120.0,120.0,500.0,-85.0,0.0,500.0,-85.0,120.0,-40.386982140282164,-3.8463792514554442,compression,1.4
M035-L01-P02,35,vertical,1,2,90.0,210.0,120.0,500.0,-85.0,90.0,500.0,-85.0,210.0,-40.386982140282164,-3.8463792514554442,compression,1.4
M035-L01-P03,35,vertical,1,3,180.0,220.0,40.0,500.0,-85.0,180.0,500.0,-85.0,220.0,-40.386982140282164,-3.8463792514554442,compression,0.4666666666666667
M035-L02-P01,35,vertical,2,1,0.0,120.0,120.0,500.0,-85.0,0.0,500.0,-85.0,120.0,-40.386982140282164,-3.8463792514554442,compression,1.4
M035-L02-P02,35,vertical,2,2,90.0,210.0,120.0,500.0,-85.0,90.0,500.0,-85.0,210.0,-40.386982140282164,-3.8463792514554442,compression,1.4
M035-L02-P03,35,vertical,2,3,180.0,220.0,40.0,500.0,-85.0,180.0,500.0,-85.0,220.0,-40.386982140282164,-3.8463792514554442,compression,0.4666666666666667
M035-L03-P01,35,vertical,3,1,0.0,120.0,120.0,500.0,-85.0,0.0,500.0,-85.0,120.0,-40.386982140282164,-3.8463792514554442,compression,1.4
M035-L03-P02,35,vertical,3,2,90.0,210.0,120.0,500.0,-85.0,90.0,500.0,-85.0,210.0,-40.386982140282164,-3.8463792514554442,compression,1.4
M035-L03-P03,35,vertical,3,3,180.0,220.0,40.0,500.0,-85.0,180.0,500.0,-85.0,220.0,-40.386982140282164,-3.8463792514554442,compression,0.4666666666666667
M036-L01-P01,36,vertical,1,1,0.0,120.0,120.0,600.0,-85.0,0.0,600.0,-85.0,120.0,-25.622455611130068,-2.4402338677266733,compression,1.4
M036-L01-P02,36,vertical,1,2,90.0,210.0,120.0,600.0,-85.0,90.0,600.0,-85.0,210.0,-25.622455611130068,-2.4402338677266733,compression,1.4
M036-L01-P03,36,vertical,1,3,180.0,220.0,40.0,600.0,-85.0,180.0,600.0,-85.0,220.0,-25.622455611130068,-2.4402338677266733,compression,0.4666666666666667
M036-L02-P01,36,vertical,2,1,0.0,120.0,120.0,600.0,-85.0,0.0,600.0,-85.0,120.0,-25.622455611130068,-2.4402338677266733,compression,1.4
M036-L02-P02,36,vertical,2,2,90.0,210.0,120.0,600.0,-85.0,90.0,600.0,-85.0,210.0,-25.622455611130068,-2.4402338677266733,compression,1.4
M036-L02-P03,36,vertical,2,3,180.0,220.0,40.0,600.0,-85.0,180.0,600.0,-85.0,220.0,-25.622455611130068,-2.4402338677266733,compression,0.4666666666666667
M036-L03-P01,36,vertical,3,1,0.0,120.0,120.0,600.0,-85.0,0.0,600.0,-85.0,120.0,-25.622455611130068,-2.4402338677266733,compression,1.4
M036-L03-P02,36,vertical,3,2,90.0,210.0,120.0,600.0,-85.0,90.0,600.0,-85.0,210.0,-25.622455611130068,-2.4402338677266733,compression,1.4
M036-L03-P03,36,vertical,3,3,180.0,220.0,40.0,600.0,-85.0,180.0,600.0,-85.0,220.0,-25.622455611130068,-2.4402338677266733,compression,0.4666666666666667
M037-L01-P01,37,vertical,1,1,0.0,120.0,120.0,700.0,-85.0,0.0,700.0,-85.0,120.0,-36.480377730679244,-3.4743216886361186,compression,1.4
M037-L01-P02,37,vertical,1,2,90.0,210.0,120.0,700.0,-85.0,90.0,700.0,-85.0,210.0,-36.480377730679244,-3.4743216886361186,compression,1.4
M037-L01-P03,37,vertical,1,3,180.0,220.0,40.0,700.0,-85.0,180.0,700.0,-85.0,220.0,-36.480377730679244,-3.4743216886361186,compression,0.4666666666666667
M037-L02-P01,37,vertical,2,1,0.0,120.0,120.0,700.0,-85.0,0.0,700.0,-85.0,120.0,-36.480377730679244,-3.4743216886361186,compression,1.4
M037-L02-P02,37,vertical,2,2,90.0,210.0,120.0,700.0,-85.0,90.0,700.0,-85.0,210.0,-36.480377730679244,-3.4743216886361186,compression,1.4
M037-L02-P03,37,vertical,2,3,180.0,220.0,40.0,700.0,-85.0,180.0,700.0,-85.0,220.0,-36.480377730679244,-3.4743216886361186,compression,0.4666666666666667
M037-L03-P01,37,vertical,3,1,0.0,120.0,120.0,700.0,-85.0,0.0,700.0,-85.0,120.0,-36.480377730679244,-3.4743216886361186,compression,1.4
M037-L03-P02,37,vertical,3,2,90.0,210.0,120.0,700.0,-85.0,90.0,700.0,-85.0,210.0,-36.480377730679244,-3.4743216886361186,compression,1.4
M037-L03-P03,37,vertical,3,3,180.0,220.0,40.0,700.0,-85.0,180.0,700.0,-85.0,220.0,-36.480377730679244,-3.4743216886361186,compression,0.4666666666666667
M038-L01-P01,38,vertical,1,1,0.0,120.0,120.0,800.0,-85.0,0.0,800.0,-85.0,120.0,-20.177124081240482,-1.921630864880046,compression,1.4
M038-L01-P02,38,vertical,1,2,90.0,210.0,120.0,800.0,-85.0,90.0,800.0,-85.0,210.0,-20.177124081240482,-1.921630864880046,compression,1.4
M038-L01-P03,38,vertical,1,3,180.0,220.0,40.0,800.0,-85.0,180.0,800.0,-85.0,220.0,-20.177124081240482,-1.921630864880046,compression,0.4666666666666667
M038-L02-P01,38,vertical,2,1,0.0,120.0,120.0,800.0,-85.0,0.0,800.0,-85.0,120.0,-20.177124081240482,-1.921630864880046,compression,1.4
M038-L02-P02,38,vertical,2,2,90.0,210.0,120.0,800.0,-85.0,90.0,800.0,-85.0,210.0,-20.177124081240482,-1.921630864880046,compression,1.4
M038-L02-P03,38,vertical,2,3,180.0,220.0,40.0,800.0,-85.0,180.0,800.0,-85.0,220.0,-20.177124081240482,-1.921630864880046,compression,0.4666666666666667
M038-L03-P01,38,vertical,3,1,0.0,120.0,120.0,800.0,-85.0,0.0,800.0,-85.0,120.0,-20.177124081240482,-1.921630864880046,compression,1.4
M038-L03-P02,38,vertical,3,2,90.0,210.0,120.0,800.0,-85.0,90.0,800.0,-85.0,210.0,-20.177124081240482,-1.921630864880046,compression,1.4
M038-L03-P03,38,vertical,3,3,180.0,220.0,40.0,800.0,-85.0,180.0,800.0,-85.0,220.0,-20.177124081240482,-1.921630864880046,compression,0.4666666666666667
M039-L01-P01,39,vertical,1,1,0.0,120.0,120.0,900.0,-85.0,0.0,900.0,-85.0,120.0,-24.883906885617648,-2.3698958938683474,compression,1.4
M039-L01-P02,39,vertical,1,2,90.0,183.33333333333331,93.33333333333331,900.0,-85.0,90.0,900.0,-85.0,183.33333333333331,-24.883906885617648,-2.3698958938683474,compression,1.0888888888888886
M039-L02-P01,39,vertical,2,1,0.0,120.0,120.0,900.0,-85.0,0.0,900.0,-85.0,120.0,-24.883906885617648,-2.3698958938683474,compression,1.4
M039-L02-P02,39,vertical,2,2,90.0,183.33333333333331,93.33333333333331,900.0,-85.0,90.0,900.0,-85.0,183.33333333333331,-24.883906885617648,-2.3698958938683474,compression,1.0888888888888886
M039-L03-P01,39,vertical,3,1,0.0,120.0,120.0,900.0,-85.0,0.0,900.0,-85.0,120.0,-24.883906885617648,-2.3698958938683474,compression,1.4
M039-L03-P02,39,vertical,3,2,90.0,183.33333333333331,93.33333333333331,900.0,-85.0,90.0,900.0,-85.0,183.33333333333331,-24.883906885617648,-2.3698958938683474,compression,1.0888888888888886
M040-L01-P01,40,vertical,1,1,0.0,120.0,120.0,1000.0,-85.0,0.0,1000.0,-85.0,120.0,-32.04314254192145,-3.051727861135376,compression,1.4
M040-L01-P02,40,vertical,1,2,90.0,146.66666666666666,56.66666666666666,1000.0,-85.0,90.0,1000.0,-85.0,146.66666666666666,-32.04314254192145,-3.051727861135376,compression,0.661111111111111
M040-L02-P01,40,vertical,2,1,0.0,120.0,120.0,1000.0,-85.0,0.0,1000.0,-85.0,120.0,-32.04314254192145,-3.051727861135376,compression,1.4
M040-L02-P02,40,vertical,2,2,90.0,146.66666666666666,56.66666666666666,1000.0,-85.0,90.0,1000.0,-85.0,146.66666666666666,-32.04314254192145,-3.051727861135376,compression,0.661111111111111
M040-L03-P01,40,vertical,3,1,0.0,120.0,120.0,1000.0,-85.0,0.0,1000.0,-85.0,120.0,-32.04314254192145,-3.051727861135376,compression,1.4
M040-L03-P02,40,vertical,3,2,90.0,146.66666666666666,56.66666666666666,1000.0,-85.0,90.0,1000.0,-85.0,146.66666666666666,-32.04314254192145,-3.051727861135376,compression,0.661111111111111
M041-L01-P01,41,vertical,1,1,0.0,109.99999999999999,109.99999999999999,1100.0,-85.0,0.0,1100.0,-85.0,109.99999999999999,-43.58834713968708,-4.151271156160674,compression,1.283333333333333
M041-L02-P01,41,vertical,2,1,0.0,109.99999999999999,109.99999999999999,1100.0,-85.0,0.0,1100.0,-85.0,109.99999999999999,-43.58834713968708,-4.151271156160674,compression,1.283333333333333
M041-L03-P01,41,vertical,3,1,0.0,109.99999999999999,109.99999999999999,1100.0,-85.0,0.0,1100.0,-85.0,109.99999999999999,-43.58834713968708,-4.151271156160674,compression,1.283333333333333
M042-L01-P01,42,vertical,1,1,0.0,73.33333333333331,73.33333333333331,1200.0,-85.0,0.0,1200.0,-85.0,73.33333333333331,-66.11412672316739,-6.296583497444513,compression,0.8555555555555553
M042-L02-P01,42,vertical,2,1,0.0,73.33333333333331,73.33333333333331,1200.0,-85.0,0.0,1200.0,-85.0,73.33333333333331,-66.11412672316739,-6.296583497444513,compression,0.8555555555555553
M042-L03-P01,42,vertical,3,1,0.0,73.33333333333331,73.33333333333331,1200.0,-85.0,0.0,1200.0,-85.0,73.33333333333331,-66.11412672316739,-6.296583497444513,compression,0.8555555555555553
M043-L01-P01,43,vertical,1,1,0.0,73.33333333333331,73.33333333333331,1300.0,-85.0,0.0,1300.0,-85.0,73.33333333333331,0.02207744608647902,0.002102613912998002,tension,0.8555555555555553
M043-L02-P01,43,vertical,2,1,0.0,73.33333333333331,73.33333333333331,1300.0,-85.0,0.0,1300.0,-85.0,73.33333333333331,0.02207744608647902,0.002102613912998002,tension,0.8555555555555553
M043-L03-P01,43,vertical,3,1,0.0,73.33333333333331,73.33333333333331,1300.0,-85.0,0.0,1300.0,-85.0,73.33333333333331,0.02207744608647902,0.002102613912998002,tension,0.8555555555555553
M044-L01-P01,44,diagonal,1,1,0.0,120.0,120.0,-100.0,-85.0,73.33333333333333,-3.2314004973153345,-85.0,2.3696936980312415,0.05724276615412985,0.005451692014679033,tension,1.4
M044-L01-P02,44,diagonal,1,2,90.0,124.0071682515885,34.007168251588496,-27.423550372986497,-85.0,20.110603606856763,0.0,-85.0,0.0,0.05724276615412985,0.005451692014679033,tension,0.3967502962685324
M044-L02-P01,44,diagonal,2,1,0.0,120.0,120.0,-100.0,-85.0,73.33333333333333,-3.2314004973153345,-85.0,2.3696936980312415,0.05724276615412985,0.005451692014679033,tension,1.4
M044-L02-P02,44,diagonal,2,2,90.0,124.0071682515885,34.007168251588496,-27.423550372986497,-85.0,20.110603606856763,0.0,-85.0,0.0,0.05724276615412985,0.005451692014679033,tension,0.3967502962685324
M044-L03-P01,44,diagonal,3,1,0.0,120.0,120.0,-100.0,-85.0,73.33333333333333,-3.2314004973153345,-85.0,2.3696936980312415,0.05724276615412985,0.005451692014679033,tension,1.4
M044-L03-P02,44,diagonal,3,2,90.0,124.0071682515885,34.007168251588496,-27.423550372986497,-85.0,20.110603606856763,0.0,-85.0,0.0,0.05724276615412985,0.005451692014679033,tension,0.3967502962685324
M045-L01-P01,45,chord_lacing,1,1,0.0,120.0,120.0,-100.0,-85.0,73.33333333333333,-3.2314004973153345,-85.0,2.3696936980312415,0.057242766154129855,0.005451692014679034,tension,1.4
