stick_id,member_id,member_group,lane,piece_index,s0_mm,s1_mm,cut_length_mm,x0_mm,y0_mm,z0_mm,x1_mm,y1_mm,z1_mm,N_piece_N,sigma_axial_piece_MPa,member_state,mass_g
M011-L03-P01,11,bottom_chord,3,1,0.0,100.0,100.0,400.0,-85.0,0.0,500.0,-85.0,0.0,100.60080078886834,9.58102864655889,tension,1.1666666666666667
M011-L04-P01,11,bottom_chord,4,1,0.0,100.0,100.0,400.0,-85.0,0.0,500.0,-85.0,0.0,100.60080078886834,9.58102864655889,tension,1.1666666666666667
M012-L01-P01,12,top_chord,1,1,0.0,100.0,100.0,400.0,-85.0,220.0,500.0,-85.0,220.0,-93.06774280444151,-8.863594552803953,compression,1.1666666666666667
M012-L02-P01,12,top_chord,2,1,0.0,100.0,100.0,400.0,-85.0,220.0,500.0,-85.0,220.0,-93.06774280444151,-8.863594552803953,compression,1.1666666666666667
M012-L03-P01,12,top_chord,3,1,0.0,100.0,100.0,400.0,-85.0,220.0,500.0,-85.0,220.0,-93.06774280444151,-8.863594552803953,compression,1.1666666666666667
M012-L04-P01,12,top_chord,4,1,0.0,100.0,100.0,400.0,-85.0,220.0,500.0,-85.0,220.0,-93.06774280444151,-8.863594552803953,compression,1.1666666666666667
M012-L05-P01,12,top_chord,5,1,0.0,100.0,100.0,400.0,-85.0,220.0,500.0,-85.0,220.0,-93.06774280444151,-8.863594552803953,compression,1.1666666666666667
M013-L01-P01,13,bottom_chord,1,1,0.0,100.0,100.0,500.0,-85.0,0.0,600.0,-85.0,0.0,114.69750739807968,10.923572133150445,tension,1.1666666666666667
M013-L02-P01,13,bottom_chord,2,1,0.0,100.0,100.0,500.0,-85.0,0.0,600.0,-85.0,0.0,114.69750739807968,10.923572133150445,tension,1.1666666666666667
M013-L03-P01,13,bottom_chord,3,1,0.0,100.0,100.0,500.0,-85.0,0.0,600.0,-85.0,0.0,114.69750739807968,10.923572133150445,tension,1.1666666666666667
M013-L04-P01,13,bottom_chord,4,1,0.0,100.0,100.0,500.0,-85.0,0.0,600.0,-85.0,0.0,114.69750739807968,10.923572133150445,tension,1.1666666666666667
M014-L01-P01,14,top_chord,1,1,0.0,100.0,100.0,500.0,-85.0,220.0,600.0,-85.0,220.0,-96.28357796267828,-9.169864567874122,compression,1.1666666666666667
M014-L02-P01,14,top_chord,2,1,0.0,100.0,100.0,500.0,-85.0,220.0,600.0,-85.0,220.0,-96.28357796267828,-9.169864567874122,compression,1.1666666666666667
M014-L03-P01,14,top_chord,3,1,0.0,100.0,100.0,500.0,-85.0,220.0,600.0,-85.0,220.0,-96.28357796267828,-9.169864567874122,compression,1.1666666666666667
M014-L04-P01,14,top_chord,4,1,0.0,100.0,100.0,500.0,-85.0,220.0,600.0,-85.0,220.0,-96.28357796267828,-9.169864567874122,compression,1.1666666666666667
M014-L05-P01,14,top_chord,5,1,0.0,100.0,100.0,500.0,-85.0,220.0,600.0,-85.0,220.0,-96.28357796267828,-9.169864567874122,compression,1.1666666666666667
M015-L01-P01,15,bottom_chord,1,1,0.0,100.0,100.0,600.0,-85.0,0.0,700.0,-85.0,0.0,114.34474949937473,10.889976142797593,tension,1.1666666666666667
M015-L02-P01,15,bottom_chord,2,1,0.0,100.0,100.0,600.0,-85.0,0.0,700.0,-85.0,0.0,114.34474949937473,10.889976142797593,tension,1.1666666666666667
M015-L03-P01,15,bottom_chord,3,1,0.0,100.0,100.0,600.0,-85.0,0.0,700.0,-85.0,0.0,114.34474949937473,10.889976142797593,tension,1.1666666666666667
M015-L04-P01,15,bottom_chord,4,1,0.0,100.0,100.0,600.0,-85.0,0.0,700.0,-85.0,0.0,114.34474949937473,10.889976142797593,tension,1.1666666666666667
M016-L01-P01,16,top_chord,1,1,0.0,100.0,100.0,600.0,-85.0,220.0,700.0,-85.0,220.0,-94.97384567962729,-9.045128159964504,compression,1.1666666666666667
M016-L02-P01,16,top_chord,2,1,0.0,100.0,100.0,600.0,-85.0,220.0,700.0,-85.0,220.0,-94.97384567962729,-9.045128159964504,compression,1.1666666666666667
M016-L03-P01,16,top_chord,3,1,0.0,100.0,100.0,600.0,-85.0,220.0,700.0,-85.0,220.0,-94.97384567962729,-9.045128159964504,compression,1.1666666666666667
