blank_stick_index,cuts_mm,n_cuts,used_length_mm_including_kerf,waste_length_mm
760,80.0;34.0,2,115.00716825158848,4.992831748411518
761,80.0;34.0,2,115.00716825158848,4.992831748411518
762,80.0;34.0,2,115.00716825158848,4.992831748411518
763,80.0;34.0,2,115.00716825158848,4.992831748411518
764,80.0;34.0,2,115.00716825158848,4.992831748411518
765,80.0;34.0,2,115.00716825158848,4.992831748411518
766,80.0;34.0,2,115.00716825158848,4.992831748411518
767,80.0;34.0,2,115.00716825158848,4.992831748411518
768,80.0;34.0,2,115.00716825158848,4.992831748411518
769,80.0;34.0,2,115.00716825158848,4.992831748411518
770,80.0;34.0,2,115.00716825158848,4.992831748411518
771,80.0,1,80.0,40.0
772,80.0,1,80.0,40.0
773,80.0,1,80.0,40.0
774,80.0,1,80.0,40.0
775,80.0,1,80.0,40.0
776,80.0,1,80.0,40.0
777,80.0,1,80.0,40.0
778,80.0,1,80.0,40.0
779,80.0,1,80.0,40.0
780,80.0,1,80.0,40.0
781,80.0,1,80.0,40.0
782,80.0,1,80.0,40.0
783,80.0,1,80.0,40.0
784,80.0,1,80.0,40.0
785,80.0,1,80.0,40.0
786,80.0,1,80.0,40.0
787,80.0,1,80.0,40.0
788,80.0,1,80.0,40.0
789,80.0,1,80.0,40.0
790,80.0,1,80.0,40.0
791,80.0,1,80.0,40.0
792,80.0,1,80.0,40.0
793,80.0,1,80.0,40.0
794,80.0,1,80.0,40.0
795,80.0,1,80.0,40.0
796,80.0,1,80.0,40.0
797,80.0,1,80.0,40.0
798,80.0,1,80.0,40.0
799,73.3;44.5,2,118.85752158731883,1.1424784126811716
800,73.3;44.5,2,118.85752158731883,1.1424784126811716
801,73.3;44.5,2,118.8575215873188,1.1424784126812
802,73.3;44.5,2,118.8575215873188,1.1424784126812
803,73.3;40.0,2,114.33333333333333,5.666666666666671
804,73.3;40.0,2,114.33333333333333,5.666666666666671
805,73.3;40.0,2,114.33333333333333,5.666666666666671
806,73.3;40.0,2,114.33333333333333,5.666666666666671
807,73.3;40.0,2,114.33333333333333,5.666666666666671
808,73.3;40.0,2,114.33333333333333,5.666666666666671
809,73.3;40.0,2,114.33333333333333,5.666666666666671
810,73.3;40.0,2,114.33333333333333,5.666666666666671
811,73.3;40.0,2,114.33333333333331,5.666666666666686
812,73.3;40.0,2,114.33333333333331,5.666666666666686
813,73.3;40.0,2,114.33333333333331,5.666666666666686
814,73.3;40.0,2,114.33333333333331,5.666666666666686
815,73.3;40.0,2,114.33333333333331,5.666666666666686
816,73.3;40.0,2,114.33333333333331,5.666666666666686
817,73.3;40.0,2,114.33333333333331,5.666666666666686
818,73.3;40.0,2,114.33333333333331,5.666666666666686
819,73.3;40.0,2,114.33333333333331,5.666666666666686
820,73.3;40.0,2,114.33333333333331,5.666666666666686
821,73.3;40.0,2,114.33333333333331,5.666666666666686
822,73.3;40.0,2,114.33333333333331,5.666666666666686
823,70.0;40.0,2,111.02222123465569,8.977778765344311
824,70.0;40.0,2,111.02222123465569,8.977778765344311
825,70.0;40.0,2,111.02222123465566,8.97777876534434
826,70.0;40.0,2,111.02222123465566,8.97777876534434
827,61.7;56.7,2,119.32758613855813,0.6724138614418678
828,61.7;56.7,2,119.32758613855813,0.6724138614418678
829,61.7;56.7,2,119.32758613855813,0.6724138614418678
830,61.7;56.7,2,119.32758613855813,0.6724138614418678
831,61.7;56.7,2,119.32758613855813,0.6724138614418678
832,61.7;56.7,2,119.32758613855813,0.6724138614418678
833,61.7;56.7,2,119.3275861385581,0.6724138614418962
834,61.7;56.7,2,119.3275861385581,0.6724138614418962
835,61.7;56.7,2,119.3275861385581,0.6724138614418962
836,61.7;56.7,2,119.3275861385581,0.6724138614418962
837,61.7;56.7,2,119.3275861385581,0.6724138614418962
838,61.7;56.7,2,119.3275861385581,0.6724138614418962
839,61.7;40.0,2,102.66091947189145,17.339080528108553
840,61.7;40.0,2,102.66091947189145,17.339080528108553
841,61.7;40.0,2,102.66091947189145,17.339080528108553
842,61.7;40.0,2,102.66091947189145,17.339080528108553
843,61.7;40.0,2,102.66091947189145,17.339080528108553
844,61.7;40.0,2,102.66091947189145,17.339080528108553
845,61.7,1,61.66091947189145,58.33908052810855
846,61.7,1,61.66091947189145,58.33908052810855
847,61.7,1,61.66091947189145,58.33908052810855
848,61.7,1,61.66091947189145,58.33908052810855
849,61.7,1,61.66091947189145,58.33908052810855
850,61.7,1,61.66091947189145,58.33908052810855
851,61.7,1,61.66091947189145,58.33908052810855
852,61.7,1,61.66091947189145,58.33908052810855
853,61.7,1,61.66091947189145,58.33908052810855
854,61.7,1,61.66091947189145,58.33908052810855
855,61.7,1,61.66091947189145,58.33908052810855
856,61.7,1,61.66091947189145,58.33908052810855
857,61.7,1,61.66091947189145,58.33908052810855
858,61.7,1,61.66091947189145,58.33908052810855
859,58.7;58.7,2,118.3213749463701,1.6786250536299008
860,58.7;58.7,2,118.3213749463701,1.6786250536299008
861,58.7;58.7,2,118.3213749463701,1.6786250536299008
862,58.7;58.7,2,118.3213749463701,1.6786250536299008
863,58.7;58.7,2,118.3213749463701,1.6786250536299008
864,58.7;58.7,2,118.3213749463701,1.6786250536299008
865,58.7;58.7,2,118.3213749463701,1.6786250536299008
866,58.7;58.7,2,118.3213749463701,1.6786250536299008
