member_id,group,role,n_lanes_sticks,pieces_per_lane,total_piece_count,member_length_mm,layout,section_A_mm2,section_Iy_mm4,section_Iz_mm4,section_J_mm4_est,radius_y_mm,radius_z_mm,slenderness_y,slenderness_z,N_member_N,N_per_lane_N,sigma_axial_member_MPa,sigma_axial_piece_MPa,M_imperfection_Nmm,sigma_bending_est_MPa,sigma_combined_est_MPa,glue_area_total_mm2,glue_mass_est_g,FS_min_global,FS_min_global_label,FS_min_glue,FS_min_glue_label,governing_mode_global,report_mode_global,suggested_action
56,diagonal,primary,3,3,9,241.66091947189145,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,186.03066254627868,119.59114020832199,41.01202130030606,13.670673766768687,1.3019689301684463,1.3019689301684463,0.0,0.0,1.3019689301684463,1260.0,0.31015384615384617,51.64915877931118,51.649,26.88236192815428,26.882,tension_capacity,tension_capacity,manter
57,chord_lacing,secondary,1,3,3,241.66091947189145,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,558.091987638836,119.59114020832199,13.670673766768688,13.670673766768688,1.3019689301684465,1.3019689301684465,0.0,0.0,1.3019689301684465,420.0,0.1033846153846154,51.64915877931118,51.649,26.88236192815428,26.882,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
58,diagonal,primary,3,3,9,241.66091947189145,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,186.03066254627868,119.59114020832199,31.70028870296209,10.566762900987364,1.006358371522606,1.006358371522606,0.0,0.0,1.006358371522606,1260.0,0.31015384615384617,66.82072897973546,66.821,34.7788630674831,34.779,tension_capacity,tension_capacity,manter
59,chord_lacing,secondary,1,3,3,241.66091947189145,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,558.091987638836,119.59114020832199,10.566762900987364,10.566762900987364,1.006358371522606,1.006358371522606,0.0,0.0,1.006358371522606,420.0,0.1033846153846154,66.82072897973548,66.821,34.7788630674831,34.779,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
60,diagonal,primary,3,3,9,241.66091947189145,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,186.03066254627868,119.59114020832199,104.06903663093351,34.68967887697784,3.303778940664556,3.303778940664556,0.0,0.0,3.303778940664556,1260.0,0.31015384615384617,20.354146329921676,20.354,10.593929142535107,10.594,tension_capacity,tension_capacity,manter
61,chord_lacing,secondary,1,3,3,241.66091947189145,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,558.091987638836,119.59114020832199,34.68967887697784,34.68967887697784,3.303778940664556,3.303778940664556,0.0,0.0,3.303778940664556,420.0,0.1033846153846154,20.35414632992168,20.354,10.593929142535107,10.594,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
62,diagonal,primary,3,2,6,208.83273476902778,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,160.75951417933854,103.34540197243192,59.622236299782664,19.87407876659422,1.8927694063423068,1.8927694063423066,0.0,0.0,1.8927694063423068,630.0,0.15507692307692308,35.52762411241058,35.528,18.49142314046377,18.491,tension_capacity,tension_capacity,manter
63,chord_lacing,secondary,1,2,2,208.83273476902778,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,482.27854253801564,103.34540197243192,19.874078766594224,19.874078766594224,1.892769406342307,1.892769406342307,0.0,0.0,1.892769406342307,210.0,0.0516923076923077,35.52762411241058,35.528,18.491423140463766,18.491,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
64,diagonal,primary,3,2,6,177.5136927425913,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,136.65010438637282,87.84649567695395,75.8499188871583,25.28330629571943,2.40793393292566,2.40793393292566,0.0,0.0,2.40793393292566,630.0,0.15507692307692308,27.926679831408837,27.927,14.535282518102441,14.535,tension_capacity,tension_capacity,manter
65,chord_lacing,secondary,1,2,2,177.5136927425913,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,409.9503131591184,87.84649567695395,25.283306295719434,25.283306295719434,2.4079339329256606,2.4079339329256606,0.0,0.0,2.4079339329256606,210.0,0.0516923076923077,27.926679831408837,27.927,14.535282518102438,14.535,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
66,diagonal,primary,3,2,6,148.66068747318505,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,114.43905057407761,73.5679610833356,104.86732986472693,34.955776621575644,3.329121583007204,3.329121583007204,0.0,0.0,3.329121583007204,630.0,0.15507692307692308,20.19920219893467,20.199,10.513283797939398,10.513,tension_capacity,tension_capacity,manter
67,chord_lacing,secondary,1,2,2,148.66068747318505,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,343.3171517222329,73.5679610833356,34.955776621575644,34.955776621575644,3.329121583007204,3.329121583007204,0.0,0.0,3.329121583007204,210.0,0.0516923076923077,20.199202198934675,20.199,10.513283797939398,10.513,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
68,diagonal,primary,3,2,6,124.00716825158848,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,95.46076262866376,61.3676331184267,171.51183998589522,57.17061332863174,5.444820317012547,5.444820317012547,0.0,0.0,5.444820317012547,630.0,0.15507692307692308,12.350380009766084,12.350,6.42812764466096,6.428,tension_capacity,tension_capacity,manter
69,chord_lacing,secondary,1,2,2,124.00716825158848,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,286.38228788599133,61.3676331184267,57.170613328631745,57.170613328631745,5.444820317012547,5.444820317012547,0.0,0.0,5.444820317012547,210.0,0.0516923076923077,12.350380009766084,12.350,6.428127644660958,6.428,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
70,diagonal,primary,3,2,6,124.00716825158848,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,95.46076262866376,61.3676331184267,-0.16799900551821215,-0.055999668506070716,-0.005333301762482925,-0.005333301762482925,0.3359980110364243,0.0142221380332878,0.028698242817170025,630.0,0.15507692307692308,963.1588264518554,963.159,6562.538847174796,6562.539,compression_direct,compression_direct,manter
71,chord_lacing,secondary,1,2,2,124.00716825158848,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,286.38228788599133,61.3676331184267,-0.055999668506070716,-0.055999668506070716,-0.005333301762482925,-0.005333301762482925,0.11199933701214143,0.0426664140998634,0.05714251888374562,210.0,0.0516923076923077,135.38250013831794,135.383,6562.538847174796,6562.539,buckling_y,buckling_y,avaliar remoção/redução: baixa solicitação relativa
72,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,sem solicitação,,sem solicitação,tension_capacity,tension_capacity,manter
73,top_chord,primary,5,1,5,100.0,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,13.571511067511485,12.86923396254469,0.18464341041382892,0.036928682082765785,0.003517017341215789,0.003517017341215789,0.0,0.0,0.003517017341215789,0.0,0.0,19120.064951614382,19120.065,,sem solicitação,tension_capacity,tension_capacity,manter
74,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,-0.36928682082702835,-0.09232170520675709,-0.008792543353024485,-0.008792543353024485,0.7385736416540567,0.01758508670604897,0.04145056152140114,0.0,0.0,584.2242068558797,584.224,,sem solicitação,compression_direct,compression_direct,manter
75,top_chord,primary,5,1,5,106.51030205780306,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,14.455057431814657,13.707059966031728,-196.0261826280553,-39.205236525611056,-3.7338320500581963,-3.733832050058196,392.0523652561106,1.8358356495585022,7.020325521784787,0.0,0.0,1.3757492564740834,1.376,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
76,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,186.94674845433963,46.73668711358491,4.451113058436658,4.451113058436658,0.0,0.0,4.451113058436658,0.0,0.0,15.107591992646068,15.108,,sem solicitação,tension_capacity,tension_capacity,manter
77,top_chord,primary,5,1,5,106.51030205780306,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,14.455057431814657,13.707059966031728,-299.2976080713704,-59.85952161427408,-5.700906820407055,-5.700906820407055,598.5952161427408,2.802999126742018,10.718806071632711,0.0,0.0,0.9010525568105826,0.901,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
78,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,286.3723421421154,71.59308553552884,6.818389098621795,6.818389098621795,0.0,0.0,6.818389098621795,0.0,0.0,9.862388172243264,9.862,,sem solicitação,tension_capacity,tension_capacity,manter
79,top_chord,primary,5,1,5,106.51030205780305,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,14.455057431814655,13.707059966031727,-365.6979627619951,-73.13959255239902,-6.965675481180859,-6.96567548118086,731.3959255239902,3.424855537197524,13.096815470380442,0.0,0.0,0.7374470258548199,0.737,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
80,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,349.38756448245823,87.34689112061456,8.318751535296624,8.318751535296624,0.0,0.0,8.318751535296624,0.0,0.0,8.083616840180358,8.084,,sem solicitação,tension_capacity,tension_capacity,manter
81,top_chord,primary,5,1,5,106.51030205780305,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,14.455057431814655,13.707059966031727,-412.6794144137288,-82.53588288274577,-7.860560274547216,-7.860560274547216,825.3588288274576,3.8648489230500407,14.779371747604808,0.0,0.0,0.6534924340316896,0.653,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
82,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,393.5999221512144,98.3999805378036,9.371426717886058,9.371426717886058,0.0,0.0,9.371426717886058,0.0,0.0,7.175598980212568,7.176,,sem solicitação,tension_capacity,tension_capacity,manter
83,top_chord,primary,5,1,5,100.0,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,13.571511067511485,12.86923396254469,-451.0187521935629,-90.20375043871258,-8.590833375115484,-8.590833375115484,902.0375043871258,4.223906688360067,16.152426244180894,0.0,0.0,0.5979416015151864,0.598,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
84,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,457.37789961416144,114.34447490354036,10.889949990813367,10.889949990813367,0.0,0.0,10.889949990813367,0.0,0.0,6.175014582870223,6.175,,sem solicitação,tension_capacity,tension_capacity,manter
85,top_chord,primary,5,1,5,100.0,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,13.571511067511485,12.86923396254469,-474.86815302944245,-94.97363060588849,-9.045107676751284,-9.045107676751284,949.7363060588849,4.4472624650636,17.0065496838292,0.0,0.0,0.5679110575841865,0.568,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
86,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,458.78895422362035,114.69723855590509,10.923546529133818,10.923546529133818,0.0,0.0,10.923546529133818,0.0,0.0,6.156022663578313,6.156,,sem solicitação,tension_capacity,tension_capacity,manter
87,top_chord,primary,5,1,5,100.0,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,13.571511067511485,12.86923396254469,-481.4168374593382,-96.28336749186764,-9.169844523035014,-9.169844523035014,962.8336749186764,4.508592580117275,17.24107905037073,0.0,0.0,0.5601857974541203,0.560,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
88,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,402.40203975440596,100.60050993860149,9.581000946533475,9.581000946533475,0.0,0.0,9.581000946533475,0.0,0.0,7.018640367041221,7.019,,sem solicitação,tension_capacity,tension_capacity,manter
89,top_chord,primary,5,1,5,100.0,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,13.571511067511485,12.86923396254469,-465.3376156388722,-93.06752312777444,-8.863573631216614,-8.863573631216614,930.6752312777444,4.358006529624316,16.665230611130138,0.0,0.0,0.5795423923117551,0.580,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
90,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,366.5918747353357,91.64796868383392,8.728377969888944,8.728377969888944,0.0,0.0,8.728377969888944,0.0,0.0,7.704249315506623,7.704,,sem solicitação,tension_capacity,tension_capacity,manter
91,top_chord,primary,5,1,5,106.51030205780306,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,14.455057431814657,13.707059966031728,-435.3727059045779,-87.07454118091559,-8.292813445801483,-8.292813445801485,870.7454118091558,4.077377438201368,15.592091208294384,0.0,0.0,0.6194299076228891,0.619,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
92,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,309.3544824790592,77.3386206197648,7.3655829161680755,7.3655829161680755,0.0,0.0,7.3655829161680755,0.0,0.0,9.129705111647068,9.130,,sem solicitação,tension_capacity,tension_capacity,manter
93,top_chord,primary,5,1,5,106.51030205780305,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,14.455057431814655,13.707059966031727,-397.00304197777865,-79.40060839555574,-7.561962704338641,-7.561962704338642,794.0060839555573,3.718035660720284,14.217950635253088,0.0,0.0,0.6792967470891441,0.679,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
94,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,208.86127284644098,52.215318211610246,4.972887448724785,4.972887448724785,0.0,0.0,4.972887448724785,0.0,0.0,13.52244559993893,13.522,,sem solicitação,tension_capacity,tension_capacity,manter
95,top_chord,primary,5,1,5,106.51030205780306,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,14.455057431814657,13.707059966031728,-335.9299153531597,-67.18598307063193,-6.398665054345899,-6.398665054345899,671.8598307063194,3.1460701121169348,12.030726338019626,0.0,0.0,0.8027950553807782,0.803,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
96,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,-2.54071950231582,-0.635179875578955,-0.060493321483710005,-0.060493321483710005,5.08143900463164,0.12098664296742001,0.2851828012803472,0.0,0.0,84.91543431037984,84.915,,sem solicitação,compression_direct,compression_direct,manter
97,top_chord,primary,5,1,5,106.51030205780306,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,14.455057431814657,13.707059966031728,-228.1767474788677,-45.63534949577354,-4.346223761502242,-4.346223761502242,456.3534949577354,2.1369339636472677,8.171740235554006,0.0,0.0,1.1819034059330533,1.182,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
98,bottom_chord,primary,4,1,4,100.0,stacked,42.0,126.0,171.5,104.125,1.7320508075688772,2.0207259421636903,57.73502691896258,49.48716593053935,0.09031682489898607,0.022579206224746518,0.0021504005928330017,0.0021504005928330017,0.0,0.0,0.0021504005928330017,0.0,0.0,31271.19673614331,31271.197,,sem solicitação,tension_capacity,tension_capacity,manter
99,top_chord,primary,5,1,5,100.0,box,52.5,1824.24375,2028.775,1348.5565625,5.894701010229442,6.216376221990858,13.571511067511485,12.86923396254469,-0.36126729959447546,-0.07225345991889509,-0.006881281897037628,-0.006881281897037628,0.7225345991889509,0.003383361236359396,0.012938139229807067,0.0,0.0,746.4912415342337,746.491,,sem solicitação,compression_direct,compression_direct,manter
100,vertical,primary,3,1,3,73.33333333333333,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,56.4520263207634,36.29058834906218,0.0784936400248409,0.026164546674946967,0.0024918615880901874,0.0024918615880901874,0.0,0.0,0.0024918615880901874,0.0,0.0,26986.089565086306,26986.090,,sem solicitação,tension_capacity,tension_capacity,manter
101,vertical,primary,3,1,3,73.33333333333333,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,56.4520263207634,36.29058834906218,-198.3410644700119,-66.11368815667063,-6.296541729206727,-6.296541729206727,396.6821289400238,16.79077794455127,33.88139120954096,0.0,0.0,0.8158155520258628,0.816,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
102,vertical,primary,3,1,3,110.0,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,84.6780394811451,54.435882523593285,-130.7672154174797,-43.58907180582656,-4.151340171983482,-4.151340171983482,261.5344308349594,11.070240458622619,22.338163782577787,0.0,0.0,1.2373875553089955,1.237,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
103,vertical,primary,3,2,6,146.66666666666669,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,112.90405264152683,72.58117669812438,-96.13092765802388,-32.043642552674626,-3.051775481207107,-3.051775481207107,192.26185531604776,8.13806794988562,16.421458541733482,630.0,0.15507692307692308,1.5222267667489409,1.522,11.468733599680146,11.469,buckling_y,buckling_y,"reforçar: aumentar inércia, usar seção caixa/espaçada ou reduzir comprimento livre"
104,vertical,primary,3,2,6,183.33333333333334,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,141.13006580190853,90.72647087265548,-74.65268850539631,-24.88422950179877,-2.3699266192189308,-2.3699266192189308,149.30537701079263,6.319804317917148,12.752462284368532,630.0,0.15507692307692308,1.2545183226326573,1.255,14.768389753576058,14.768,buckling_y,buckling_y,"reforçar: aumentar inércia, usar seção caixa/espaçada ou reduzir comprimento livre"
105,vertical,primary,3,3,9,220.0,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,169.3560789622902,108.87176504718657,-60.53202089427555,-20.17734029809185,-1.9216514569611285,-1.9216514569611285,121.0640417885511,5.124403885229676,10.340314982695595,1260.0,0.31015384615384617,1.0744217617319418,1.074,18.21350061855051,18.214,buckling_y,buckling_y,"reforçar: aumentar inércia, usar seção caixa/espaçada ou reduzir comprimento livre"
106,vertical,primary,3,3,9,220.0,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,169.3560789622902,108.87176504718657,-109.44123002763992,-36.48041000921331,-3.47432476278222,-3.47432476278222,218.88246005527984,9.26486603408592,18.695176104494802,1260.0,0.31015384615384617,0.5942634280882704,0.594,10.073899934435662,10.074,buckling_y,buckling_y,"reforçar: aumentar inércia, usar seção caixa/espaçada ou reduzir comprimento livre"
107,vertical,primary,3,3,9,220.0,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,169.3560789622902,108.87176504718657,-76.86741746560035,-25.62247248853345,-2.440235475098424,-2.4402354750984236,153.7348349312007,6.5072946002624645,13.130790889815328,1260.0,0.31015384615384617,0.8460921763050973,0.846,14.342878118591535,14.343,buckling_y,buckling_y,"reforçar: aumentar inércia, usar seção caixa/espaçada ou reduzir comprimento livre"
108,vertical,primary,3,3,9,220.0,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,169.3560789622902,108.87176504718657,-121.16104325645098,-40.387014418816996,-3.8463823256016183,-3.8463823256016187,242.32208651290196,10.25701953493765,20.697200132999185,1260.0,0.31015384615384617,0.5367807901155514,0.537,9.099459449737772,9.099,buckling_y,buckling_y,"reforçar: aumentar inércia, usar seção caixa/espaçada ou reduzir comprimento livre"
109,vertical,primary,3,3,9,220.0,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,169.3560789622902,108.87176504718657,-67.58094800543958,-22.52698266847986,-2.1454269208076058,-2.1454269208076058,135.16189601087916,5.721138455486949,11.544440097679022,1260.0,0.31015384615384617,0.9623558480592406,0.962,16.31376937641153,16.314,buckling_y,buckling_y,"reforçar: aumentar inércia, usar seção caixa/espaçada ou reduzir comprimento livre"
110,vertical,primary,3,2,6,183.33333333333331,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,141.1300658019085,90.72647087265547,-83.86502907271337,-27.955009690904458,-2.662381875324234,-2.662381875324234,167.73005814542674,7.099685000864624,14.326150091030401,630.0,0.15507692307692308,1.116712968436559,1.117,13.146123147994155,13.146,buckling_y,buckling_y,"reforçar: aumentar inércia, usar seção caixa/espaçada ou reduzir comprimento livre"
111,vertical,primary,3,2,6,146.66666666666666,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,112.9040526415268,72.58117669812437,-108.86953805933427,-36.28984601977809,-3.4561758114074372,-3.4561758114074372,217.73907611866855,9.216468830419831,18.597517461382875,630.0,0.15507692307692308,1.3441140083987317,1.344,10.126799650781413,10.127,buckling_y,buckling_y,"reforçar: aumentar inércia, usar seção caixa/espaçada ou reduzir comprimento livre"
112,vertical,primary,3,1,3,109.99999999999999,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,84.67803948114509,54.43588252359328,-151.78242178509103,-50.594140595030346,-4.81848958047908,-4.81848958047908,303.56484357018206,12.849305547944214,25.928062980673147,0.0,0.0,1.0660636659830518,1.066,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
113,vertical,primary,3,1,3,73.33333333333331,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,56.452026320763395,36.290588349062176,-236.4636676555707,-78.8212225518569,-7.506783100176848,-7.506783100176849,472.9273353111414,20.01808826713826,40.393642396189705,0.0,0.0,0.6842900078657729,0.684,,sem solicitação,compression_direct,compression_direct,reforçar: adicionar palitos contínuos ou aumentar sobreposição/talas
114,vertical,primary,3,1,3,73.33333333333331,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,56.452026320763395,36.290588349062176,-0.06623233825915091,-0.022077446086383637,-0.0021026139129889177,-0.0021026139129889177,0.13246467651830182,0.005606970434637114,0.01131406534132132,0.0,0.0,2443.062245015089,2443.062,,sem solicitação,compression_direct,compression_direct,manter
115,diagonal,primary,3,2,6,124.0071682515885,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,95.46076262866377,61.36763311842671,-0.17172829846289717,-0.05724276615429905,-0.005451692014695148,-0.005451692014695148,0.34345659692579433,0.014537845372520395,0.029335295126692938,630.0,0.15507692307692308,942.242638215855,942.243,6420.025178542145,6420.025,compression_direct,compression_direct,manter
116,chord_lacing,secondary,1,2,2,124.0071682515885,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,286.38228788599133,61.36763311842671,-0.05724276615429906,-0.05724276615429906,-0.005451692014695149,-0.005451692014695149,0.11448553230859812,0.043613536117561184,0.05841098587173373,210.0,0.0516923076923077,132.44250127314118,132.443,6420.025178542143,6420.025,buckling_y,buckling_y,avaliar remoção/redução: baixa solicitação relativa
117,diagonal,primary,3,2,6,124.0071682515885,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,95.46076262866377,61.36763311842671,171.5145875196527,57.17152917321757,5.444907540306435,5.444907540306436,0.0,0.0,5.444907540306435,630.0,0.15507692307692308,12.350182166034624,12.350,6.428024670925859,6.428,tension_capacity,tension_capacity,manter
118,chord_lacing,secondary,1,2,2,124.0071682515885,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,286.38228788599133,61.36763311842671,57.17152917321757,57.17152917321757,5.444907540306436,5.444907540306436,0.0,0.0,5.444907540306436,210.0,0.0516923076923077,12.350182166034626,12.350,6.428024670925859,6.428,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
119,diagonal,primary,3,2,6,148.66068747318505,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,114.43905057407761,73.5679610833356,104.86898831592173,34.95632943864057,3.3291742322514835,3.329174232251483,0.0,0.0,3.3291742322514835,630.0,0.15507692307692308,20.19888275853996,20.199,10.513117535554722,10.513,tension_capacity,tension_capacity,manter
120,chord_lacing,secondary,1,2,2,148.66068747318505,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,343.3171517222329,73.5679610833356,34.95632943864057,34.95632943864057,3.329174232251483,3.329174232251483,0.0,0.0,3.329174232251483,210.0,0.0516923076923077,20.198882758539963,20.199,10.513117535554722,10.513,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
121,diagonal,primary,3,2,6,177.5136927425913,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,136.65010438637282,87.84649567695395,75.85090931082189,25.28363643694063,2.4079653749467265,2.4079653749467265,0.0,0.0,2.4079653749467265,630.0,0.15507692307692308,27.926315178634045,27.926,14.535092723571381,14.535,tension_capacity,tension_capacity,manter
122,chord_lacing,secondary,1,2,2,177.5136927425913,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,409.9503131591184,87.84649567695395,25.283636436940633,25.283636436940633,2.407965374946727,2.407965374946727,0.0,0.0,2.407965374946727,210.0,0.0516923076923077,27.926315178634045,27.926,14.53509272357138,14.535,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
123,diagonal,primary,3,2,6,208.8327347690278,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,160.75951417933857,103.34540197243193,59.622837602983275,19.874279200994426,1.8927884953328025,1.8927884953328025,0.0,0.0,1.8927884953328025,630.0,0.15507692307692308,35.52726581221978,35.527,18.49123665232658,18.491,tension_capacity,tension_capacity,manter
124,chord_lacing,secondary,1,2,2,208.8327347690278,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,482.27854253801576,103.34540197243193,19.874279200994426,19.874279200994426,1.8927884953328025,1.8927884953328025,0.0,0.0,1.8927884953328025,210.0,0.0516923076923077,35.52726581221978,35.527,18.49123665232658,18.491,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
