member_id,group,role,n_lanes_sticks,pieces_per_lane,total_piece_count,member_length_mm,layout,section_A_mm2,section_Iy_mm4,section_Iz_mm4,section_J_mm4_est,radius_y_mm,radius_z_mm,slenderness_y,slenderness_z,N_member_N,N_per_lane_N,sigma_axial_member_MPa,sigma_axial_piece_MPa,M_imperfection_Nmm,sigma_bending_est_MPa,sigma_combined_est_MPa,glue_area_total_mm2,glue_mass_est_g,FS_min_global,FS_min_global_label,FS_min_glue,FS_min_glue_label,governing_mode_global,report_mode_global,suggested_action
125,diagonal,primary,3,3,9,241.66091947189145,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,186.03066254627868,119.59114020832199,104.06915447275888,34.68971815758629,3.303782681674885,3.303782681674885,0.0,0.0,3.303782681674885,1260.0,0.31015384615384617,20.354123282076525,20.354,10.593917146589195,10.594,tension_capacity,tension_capacity,manter
126,chord_lacing,secondary,1,3,3,241.66091947189145,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,558.091987638836,119.59114020832199,34.68971815758629,34.68971815758629,3.303782681674885,3.303782681674885,0.0,0.0,3.303782681674885,420.0,0.1033846153846154,20.35412328207653,20.354,10.593917146589195,10.594,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
127,diagonal,primary,3,3,9,241.66091947189145,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,186.03066254627868,119.59114020832199,31.700330416003755,10.566776805334586,1.006359695746151,1.006359695746151,0.0,0.0,1.006359695746151,1260.0,0.31015384615384617,66.820641053338,66.821,34.778817303538524,34.779,tension_capacity,tension_capacity,manter
128,chord_lacing,secondary,1,3,3,241.66091947189145,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,558.091987638836,119.59114020832199,10.566776805334586,10.566776805334586,1.006359695746151,1.006359695746151,0.0,0.0,1.006359695746151,420.0,0.1033846153846154,66.82064105333801,66.821,34.778817303538524,34.779,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
129,diagonal,primary,3,3,9,241.66091947189145,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,186.03066254627868,119.59114020832199,41.012063013351394,13.67068767111713,1.3019702543921077,1.3019702543921077,0.0,0.0,1.3019702543921077,1260.0,0.31015384615384617,51.64910624735976,51.649,26.882334586316308,26.882,tension_capacity,tension_capacity,manter
130,chord_lacing,secondary,1,3,3,241.66091947189145,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,558.091987638836,119.59114020832199,13.67068767111713,13.67068767111713,1.3019702543921077,1.3019702543921077,0.0,0.0,1.3019702543921077,420.0,0.1033846153846154,51.64910624735977,51.649,26.882334586316308,26.882,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
131,diagonal,primary,3,3,9,241.66091947189145,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,186.03066254627868,119.59114020832199,114.06801851800155,38.02267283933385,3.6212069370794144,3.6212069370794144,0.0,0.0,3.6212069370794144,1260.0,0.31015384615384617,18.569941229107194,18.570,9.665285803364858,9.665,tension_capacity,tension_capacity,manter
132,chord_lacing,secondary,1,3,3,241.66091947189145,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,558.091987638836,119.59114020832199,38.02267283933385,38.02267283933385,3.6212069370794144,3.6212069370794144,0.0,0.0,3.6212069370794144,420.0,0.1033846153846154,18.569941229107194,18.570,9.665285803364858,9.665,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
133,diagonal,primary,3,2,6,208.83273476902778,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,160.75951417933854,103.34540197243192,66.04739446706614,22.015798155688714,2.096742681494163,2.096742681494163,0.0,0.0,2.096742681494163,630.0,0.15507692307692308,32.07146045793278,32.071,16.69255856186349,16.693,tension_capacity,tension_capacity,manter
134,chord_lacing,secondary,1,2,2,208.83273476902778,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,482.27854253801564,103.34540197243192,22.015798155688714,22.015798155688714,2.096742681494163,2.096742681494163,0.0,0.0,2.096742681494163,210.0,0.0516923076923077,32.07146045793278,32.071,16.69255856186349,16.693,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
135,diagonal,primary,3,2,6,177.5136927425913,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,136.65010438637282,87.84649567695395,84.38415730564407,28.128052435214688,2.6788621366871133,2.6788621366871133,0.0,0.0,2.6788621366871133,630.0,0.15507692307692308,25.102299621570324,25.102,13.065248681771916,13.065,tension_capacity,tension_capacity,manter
136,chord_lacing,secondary,1,2,2,177.5136927425913,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,409.9503131591184,87.84649567695395,28.12805243521469,28.12805243521469,2.6788621366871133,2.6788621366871133,0.0,0.0,2.6788621366871133,210.0,0.0516923076923077,25.102299621570324,25.102,13.065248681771914,13.065,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
137,diagonal,primary,3,2,6,148.66068747318505,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,114.43905057407761,73.5679610833356,118.78215838436833,39.59405279478944,3.770862170932328,3.7708621709323276,0.0,0.0,3.770862170932328,630.0,0.15507692307692308,17.832950914611082,17.833,9.28169697365163,9.282,tension_capacity,tension_capacity,manter
138,chord_lacing,secondary,1,2,2,148.66068747318505,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,343.3171517222329,73.5679610833356,39.59405279478944,39.59405279478944,3.7708621709323276,3.7708621709323276,0.0,0.0,3.7708621709323276,210.0,0.0516923076923077,17.832950914611086,17.833,9.28169697365163,9.282,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
139,diagonal,primary,3,2,6,124.00716825158848,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,95.46076262866376,61.3676331184267,201.60818508717284,67.20272836239094,6.400259844037233,6.400259844037232,0.0,0.0,6.400259844037233,630.0,0.15507692307692308,10.506698421416278,10.507,5.468527974314599,5.469,tension_capacity,tension_capacity,manter
140,chord_lacing,secondary,1,2,2,124.00716825158848,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,286.38228788599133,61.3676331184267,67.20272836239094,67.20272836239094,6.400259844037232,6.400259844037232,0.0,0.0,6.400259844037232,210.0,0.0516923076923077,10.50669842141628,10.507,5.468527974314599,5.469,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
141,diagonal,primary,3,2,6,124.00716825158848,stacked,31.5,53.15625,128.625,63.623437499999994,1.299038105676658,2.0207259421636903,95.46076262866376,61.3676331184267,0.16799900551778912,0.05599966850592971,0.005333301762469496,0.005333301762469496,0.0,0.0,0.005333301762469496,630.0,0.15507692307692308,12608.624637219673,12608.625,6562.53884719132,6562.539,tension_capacity,tension_capacity,manter
142,chord_lacing,secondary,1,2,2,124.00716825158848,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,286.38228788599133,61.3676331184267,0.05599966850592971,0.05599966850592971,0.005333301762469496,0.005333301762469496,0.0,0.0,0.005333301762469496,210.0,0.0516923076923077,12608.624637219675,12608.625,6562.53884719132,6562.539,tension_capacity,tension_capacity,avaliar remoção/redução: baixa solicitação relativa
143,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.1033846153846154,,sem solicitação,,sem solicitação,tension_capacity,tension_capacity,manter
144,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,-0.1319312685543459,-0.06596563427717295,-0.006282441359730757,-0.006282441359730757,0.2638625371086918,0.025129765438923028,0.04218210627247794,420.0,0.1033846153846154,244.61662666314675,244.617,5571.082640634464,5571.083,buckling_y,buckling_y,manter
145,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,5.216111463182835,2.6080557315914175,0.24838626015156356,0.24838626015156356,0.0,0.0,0.24838626015156356,420.0,0.1033846153846154,270.7299508393387,270.730,140.90956552364548,140.910,tension_capacity,tension_capacity,manter
146,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,9.836311760512174,4.918155880256087,0.46839579811962734,0.46839579811962734,0.0,0.0,0.46839579811962734,420.0,0.1033846153846154,143.56576269462096,143.566,74.72312975587597,74.723,tension_capacity,tension_capacity,manter
147,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,1.973229023424959,0.9866145117124795,0.09396328682975995,0.09396328682975995,0.0,0.0,0.09396328682975995,420.0,0.1033846153846154,715.6582349214082,715.658,372.48590572839385,372.486,tension_capacity,tension_capacity,manter
148,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,16.03446420652308,8.01723210326154,0.7635459145963371,0.7635459145963371,0.0,0.0,0.7635459145963371,420.0,0.1033846153846154,88.07014576923072,88.070,45.8387627134426,45.839,tension_capacity,tension_capacity,manter
149,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,-0.6293492830929086,-0.3146746415464543,-0.029969013480614697,-0.029969013480614697,1.2586985661858172,0.11987605392245879,0.20122051908412725,420.0,0.1033846153846154,51.27928597384212,51.279,1167.8729439205456,1167.873,buckling_y,buckling_y,manter
150,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,18.76988621627619,9.384943108138096,0.8938041055369614,0.8938041055369614,0.0,0.0,0.8938041055369614,420.0,0.1033846153846154,75.23527759989595,75.235,39.15846859863483,39.158,tension_capacity,tension_capacity,manter
151,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,-2.012469626118262,-1.006234813059131,-0.09583188695801248,-0.09583188695801248,4.024939252236524,0.38332754783204986,0.6434426695752266,420.0,0.1033846153846154,16.03630755282629,16.036,365.2229034719394,365.223,buckling_y,buckling_y,manter
152,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,18.706114422339056,9.353057211169528,0.8907673534447169,0.8907673534447169,0.0,0.0,0.8907673534447169,420.0,0.1033846153846154,75.49176531891547,75.492,39.29196536519923,39.292,tension_capacity,tension_capacity,manter
153,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,-3.2924677223507803,-1.6462338611753902,-0.15678417725479907,-0.15678417725479907,6.584935444701561,0.6271367090191963,1.0526937615679366,420.0,0.1033846153846154,9.80194327983011,9.802,223.23681262248468,223.237,buckling_y,buckling_y,manter
154,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,17.96457252981818,8.98228626490909,0.8554558347532467,0.8554558347532467,0.0,0.0,0.8554558347532467,420.0,0.1033846153846154,78.6079155324211,78.608,40.91385969691308,40.914,tension_capacity,tension_capacity,manter
155,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,2.2332372538026957,1.1166186269013478,0.1063446311334617,0.1063446311334617,0.0,0.0,0.1063446311334617,420.0,0.1033846153846154,632.3365766872357,632.337,329.1186365212483,329.119,tension_capacity,tension_capacity,manter
156,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,24.17655139963949,12.088275699819745,1.151264352363785,1.151264352363785,0.0,0.0,1.151264352363785,420.0,0.1033846153846154,58.41021643893585,58.410,30.40135823552403,30.401,tension_capacity,tension_capacity,manter
157,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,-2.3294810838971984,-1.1647405419485992,-0.11092767066177135,-0.11092767066177135,4.658962167794397,0.44371068264708546,0.744800074443322,420.0,0.1033846153846154,13.853978934725701,13.854,315.52091368363995,315.521,buckling_y,buckling_y,manter
158,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,19.936006852858306,9.968003426429153,0.9493336596599193,0.9493336596599193,0.0,0.0,0.9493336596599193,420.0,0.1033846153846154,70.83452621293281,70.835,36.867964854989005,36.868,tension_capacity,tension_capacity,manter
159,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,2.2333120813148395,1.1166560406574197,0.1063481943483257,0.1063481943483257,0.0,0.0,0.1063481943483257,420.0,0.1033846153846154,632.3153901395665,632.315,329.10760934373144,329.108,tension_capacity,tension_capacity,manter
160,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,24.176476572127378,12.088238286063689,1.1512607891489228,1.1512607891489228,0.0,0.0,1.1512607891489228,420.0,0.1033846153846154,58.41039722173788,58.410,30.401452329384018,30.401,tension_capacity,tension_capacity,manter
161,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,-3.292314544364549,-1.6461572721822746,-0.15677688306497853,-0.15677688306497853,6.584629088729098,0.6271075322599141,1.0526447862934272,420.0,0.1033846153846154,9.802399324327842,9.802,223.2471989221378,223.247,buckling_y,buckling_y,manter
162,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,17.964419351832266,8.982209675916133,0.8554485405634412,0.8554485405634412,0.0,0.0,0.8554485405634412,420.0,0.1033846153846154,78.60858580191005,78.609,40.91420855887748,40.914,tension_capacity,tension_capacity,manter
163,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,-2.012159524791064,-1.006079762395532,-0.0958171202281459,-0.0958171202281459,4.024319049582128,0.3832684809125836,0.6433435215318368,420.0,0.1033846153846154,16.038778967341003,16.039,365.2791893208964,365.279,buckling_y,buckling_y,manter
164,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,18.705804321011776,9.352902160505888,0.8907525867148465,0.8907525867148465,0.0,0.0,0.8907525867148465,420.0,0.1033846153846154,75.49301680728894,75.493,39.29261674005604,39.293,tension_capacity,tension_capacity,manter
165,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,-0.6287670685327015,-0.31438353426635074,-0.02994128897774769,-0.02994128897774769,1.257534137065403,0.11976515591099075,0.20103436885059162,420.0,0.1033846153846154,51.32676865610261,51.327,1168.9543501621436,1168.954,buckling_y,buckling_y,manter
166,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,18.769304001715906,9.384652000857953,0.8937763810340907,0.8937763810340907,0.0,0.0,0.8937763810340907,420.0,0.1033846153846154,75.23761136112982,75.238,39.159683275032776,39.160,tension_capacity,tension_capacity,manter
167,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,1.9739573154688443,0.9869786577344222,0.0939979674032783,0.0939979674032783,0.0,0.0,0.0939979674032783,420.0,0.1033846153846154,715.3941926371349,715.394,372.34847696057017,372.348,tension_capacity,tension_capacity,manter
168,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,16.03373591447889,8.016867957239445,0.7635112340228043,0.7635112340228043,0.0,0.0,0.7635112340228043,420.0,0.1033846153846154,88.07414613363964,88.074,45.840844823711706,45.841,tension_capacity,tension_capacity,manter
169,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,5.213061432551406,2.606530716275703,0.248241020597686,0.248241020597686,0.0,0.0,0.248241020597686,420.0,0.1033846153846154,270.8883480985287,270.888,140.99200815292755,140.992,tension_capacity,tension_capacity,manter
170,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,9.8393617911433,4.91968089557165,0.4685410376734905,0.4685410376734905,0.0,0.0,0.4685410376734905,420.0,0.1033846153846154,143.5212598108878,143.521,74.69996688825846,74.700,tension_capacity,tension_capacity,manter
171,bottom_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,0.15353860232748068,0.07676930116374034,0.007311362015594318,0.007311362015594318,0.0,0.0,0.007311362015594318,420.0,0.1033846153846154,9197.410804795694,9197.411,4787.069758732903,4787.070,tension_capacity,tension_capacity,manter
172,top_transverse,primary,2,2,4,170.0,stacked,21.0,15.75,85.75,35.525,0.8660254037844386,2.0207259421636903,196.29909152447277,84.12818208191689,-0.1535386023278917,-0.07676930116394586,-0.007311362015613891,-0.007311362015613891,0.3070772046557834,0.029245448062455562,0.04909057353340755,420.0,0.1033846153846154,210.1919737176816,210.192,4787.0697587200875,4787.070,buckling_y,buckling_y,manter
173,bottom_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,-0.3641737294822922,-0.3641737294822922,-0.034683212331646875,-0.034683212331646875,0.7283474589645844,0.277465698653175,0.37160584641050226,210.0,0.0516923076923077,8.229687641334818,8.230,1009.1337464743445,1009.134,buckling_y,travamento: compressão deve ser interpretada com cautela,manter como travamento/tension-only; não dimensionar como coluna comprimida
174,top_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,0.3641737294826103,0.3641737294826103,0.03468321233167717,0.03468321233167717,0.0,0.0,0.03468321233167717,210.0,0.0516923076923077,1938.8515503387405,1938.852,1009.1337464734632,1009.134,tension_capacity,tension_capacity,manter como travamento/tension-only; não dimensionar como coluna comprimida
175,bottom_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,5.724443940456469,5.724443940456469,0.5451851371863304,0.5451851371863304,0.0,0.0,0.5451851371863304,210.0,0.0516923076923077,123.34452172898683,123.345,64.19837521733079,64.198,tension_capacity,tension_capacity,manter como travamento/tension-only; não dimensionar como coluna comprimida
176,top_bracing,stabilizer,1,2,2,200.61018031108102,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,463.289366419128,99.27629280409884,-5.822526506330321,-5.822526506330321,-0.554526333936221,-0.554526333936221,11.645053012660641,4.436210671489769,5.941353577888083,210.0,0.0516923076923077,0.4975355942273236,0.498,63.116930356684435,63.117,buckling_y,travamento: compressão deve ser interpretada com cautela,manter como travamento/tension-only; não dimensionar como coluna comprimida
177,bottom_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,10.589138854867006,10.589138854867006,1.0084894147492387,1.0084894147492387,0.0,0.0,1.0084894147492387,210.0,0.0516923076923077,66.67952981610685,66.680,34.70537170556497,34.705,tension_capacity,tension_capacity,manter como travamento/tension-only; não dimensionar como coluna comprimida
178,top_bracing,stabilizer,1,2,2,200.61018031108102,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,463.289366419128,99.27629280409884,-10.77057305530366,-10.77057305530366,-1.0257688624098722,-1.0257688624098722,21.54114611060732,8.20615089927898,10.990380668677204,210.0,0.0516923076923077,0.2689656502357501,0.269,34.12074716108398,34.121,buckling_y,travamento: compressão deve ser interpretada com cautela,manter como travamento/tension-only; não dimensionar como coluna comprimida
179,bottom_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,11.91749234530947,11.91749234530947,1.1349992709818542,1.1349992709818542,0.0,0.0,1.1349992709818542,210.0,0.0516923076923077,59.24726272451949,59.247,30.837024212114727,30.837,tension_capacity,tension_capacity,manter como travamento/tension-only; não dimensionar como coluna comprimida
180,top_bracing,stabilizer,1,2,2,200.61018031108102,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,463.289366419128,99.27629280409884,-12.121686541316882,-12.121686541316882,-1.1544463372682745,-1.1544463372682745,24.243373082633763,9.235570698146194,12.369067899302939,210.0,0.0516923076923077,0.2389860664485292,0.239,30.317563380918394,30.318,buckling_y,travamento: compressão deve ser interpretada com cautela,manter como travamento/tension-only; não dimensionar como coluna comprimida
181,bottom_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,12.11982243359797,12.11982243359797,1.1542688031998065,1.1542688031998065,0.0,0.0,1.1542688031998065,210.0,0.0516923076923077,58.258180255400724,58.258,30.322226419855358,30.322,tension_capacity,tension_capacity,manter como travamento/tension-only; não dimensionar como coluna comprimida
182,top_bracing,stabilizer,1,2,2,200.61018031108102,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,463.289366419128,99.27629280409884,-12.327483351337298,-12.327483351337298,-1.174046033460695,-1.174046033460695,24.654966702674596,9.39236826768556,12.57906464422173,210.0,0.0516923076923077,0.23499639810238626,0.235,29.811437543749207,29.811,buckling_y,travamento: compressão deve ser interpretada com cautela,manter como travamento/tension-only; não dimensionar como coluna comprimida
183,bottom_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,12.542199189802565,12.542199189802565,1.1944951609335777,1.1944951609335777,0.0,0.0,1.1944951609335777,210.0,0.0516923076923077,56.29625150380942,56.296,29.301081448203746,29.301,tension_capacity,tension_capacity,manter como travamento/tension-only; não dimensionar como coluna comprimida
184,top_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,-12.542199189801837,-12.542199189801837,-1.1944951609335082,-1.1944951609335082,25.084398379603673,9.555961287468067,12.798162438573303,210.0,0.0516923076923077,0.2389561826809563,0.239,29.30108144820545,29.301,buckling_y,travamento: compressão deve ser interpretada com cautela,manter como travamento/tension-only; não dimensionar como coluna comprimida
185,bottom_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,12.916024604946124,12.916024604946124,1.2300975814234403,1.2300975814234403,0.0,0.0,1.2300975814234403,210.0,0.0516923076923077,54.666882542915786,54.667,28.453027246422852,28.453,tension_capacity,tension_capacity,manter como travamento/tension-only; não dimensionar como coluna comprimida
186,top_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,-12.916024604945587,-12.916024604945587,-1.2300975814233892,-1.2300975814233892,25.832049209891174,9.840780651387114,13.179616943822028,210.0,0.0516923076923077,0.2320401309603928,0.232,28.453027246424032,28.453,buckling_y,travamento: compressão deve ser interpretada com cautela,manter como travamento/tension-only; não dimensionar como coluna comprimida
187,bottom_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,12.915979212979126,12.915979212979126,1.2300932583789643,1.2300932583789643,0.0,0.0,1.2300932583789643,210.0,0.0516923076923077,54.667074664417946,54.667,28.453127241851185,28.453,tension_capacity,tension_capacity,manter como travamento/tension-only; não dimensionar como coluna comprimida
188,top_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,-12.915979212978288,-12.915979212978288,-1.2300932583788846,-1.2300932583788846,25.831958425956575,9.840746067031077,13.179570625488049,210.0,0.0516923076923077,0.23204094644312648,0.232,28.453127241853032,28.453,buckling_y,travamento: compressão deve ser interpretada com cautela,manter como travamento/tension-only; não dimensionar como coluna comprimida
189,bottom_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,12.542070954801654,12.542070954801654,1.194482948076348,1.194482948076348,0.0,0.0,1.194482948076348,210.0,0.0516923076923077,56.29682709853289,56.297,29.30138103383197,29.301,tension_capacity,tension_capacity,manter como travamento/tension-only; não dimensionar como coluna comprimida
190,top_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,-12.542070954800922,-12.542070954800922,-1.1944829480762782,-1.1944829480762782,25.084141909601843,9.555863584610227,12.798031586531554,210.0,0.0516923076923077,0.23895862586170494,0.239,29.30138103383368,29.301,buckling_y,travamento: compressão deve ser interpretada com cautela,manter como travamento/tension-only; não dimensionar como coluna comprimida
191,bottom_bracing,stabilizer,1,2,2,197.2308292331602,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,455.4850894010326,97.60394772879269,12.11959524011367,12.11959524011367,1.1542471657251114,1.1542471657251114,0.0,0.0,1.1542471657251114,210.0,0.0516923076923077,58.25927236109394,58.259,30.322794839190784,30.323,tension_capacity,tension_capacity,manter como travamento/tension-only; não dimensionar como coluna comprimida
192,top_bracing,stabilizer,1,2,2,200.61018031108102,single,10.5,1.96875,42.875,15.695312499999998,0.4330127018922193,2.0207259421636903,463.289366419128,99.27629280409884,-12.327252265122073,-12.327252265122073,-1.1740240252497212,-1.1740240252497212,24.654504530244147,9.392192201997771,12.5788288419613,210.0,0.0516923076923077,0.2350008033361773,0.235,29.811996387855274,29.812,buckling_y,travamento: compressão deve ser interpretada com cautela,manter como travamento/tension-only; não dimensionar como coluna comprimida
