
"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
   121, "max",     -5.308,       0.000,      0.000,      0.000,     -0.145,     -0.402
   121, "min",     -5.308,       0.000,      0.000,      0.000,     -0.145,     -0.402
   122, "max",     25.036,       0.000,     -0.000,      0.000,     -0.024,      0.066
   122, "min",     25.036,       0.000,     -0.000,      0.000,     -0.024,      0.066
   123, "max",    -10.364,       0.000,     -0.000,      0.000,     -0.149,     -0.321
   123, "min",    -10.364,       0.000,     -0.000,      0.000,     -0.149,     -0.321
   124, "max",     26.349,       0.000,     -0.000,      0.000,     -0.017,     -0.065
   124, "min",     26.349,       0.000,     -0.000,      0.000,     -0.017,     -0.065
   125, "max",    -14.126,      -0.000,     -0.000,      0.000,     -0.140,     -0.207
   125, "min",    -14.126,      -0.000,     -0.000,      0.000,     -0.140,     -0.207
   126, "max",     24.469,      -0.000,     -0.000,      0.000,      0.030,      0.127
   126, "min",     24.469,      -0.000,     -0.000,      0.000,      0.030,      0.127
   127, "max",    -12.092,       0.000,     -0.000,      0.000,     -0.111,     -0.419
   127, "min",    -12.092,       0.000,     -0.000,      0.000,     -0.111,     -0.419
   128, "max",     27.402,       0.000,     -0.000,      0.000,     -0.073,      0.032
   128, "min",     27.402,       0.000,     -0.000,      0.000,     -0.073,      0.032
   129, "max",    -17.988,       0.000,      0.000,      0.000,     -0.133,      0.000
   129, "min",    -17.988,       0.000,      0.000,      0.000,     -0.133,     -0.000
   130, "max",     24.468,      -0.000,     -0.000,      0.000,     -0.085,      0.000
   130, "min",     24.468,      -0.000,     -0.000,      0.000,     -0.085,     -0.000
   131, "max",    -12.092,       0.000,     -0.000,      0.000,     -0.111,      0.419
   131, "min",    -12.092,       0.000,     -0.000,      0.000,     -0.111,      0.419
   132, "max",     27.402,      -0.000,     -0.000,      0.000,     -0.073,     -0.032
   132, "min",     27.402,      -0.000,     -0.000,      0.000,     -0.073,     -0.032
   133, "max",    -14.126,       0.000,     -0.000,      0.000,     -0.140,      0.207
   133, "min",    -14.126,       0.000,     -0.000,      0.000,     -0.140,      0.207
   134, "max",     24.469,       0.000,     -0.000,      0.000,      0.030,     -0.127
   134, "min",     24.469,       0.000,     -0.000,      0.000,      0.030,     -0.127
   135, "max",    -10.364,       0.000,     -0.000,      0.000,     -0.149,      0.321
   135, "min",    -10.364,       0.000,     -0.000,      0.000,     -0.149,      0.321
   136, "max",     26.349,      -0.000,     -0.000,      0.000,     -0.017,      0.065
   136, "min",     26.349,      -0.000,     -0.000,      0.000,     -0.017,      0.065
   137, "max",     -5.308,       0.000,     -0.000,      0.000,     -0.145,      0.402
   137, "min",     -5.308,       0.000,     -0.000,      0.000,     -0.145,      0.402
   138, "max",     25.036,       0.000,     -0.000,      0.000,     -0.024,     -0.066
   138, "min",     25.036,       0.000,     -0.000,      0.000,     -0.024,     -0.066
   139, "max",      3.156,      -0.000,     -0.000,      0.000,     -0.103,      0.659
   139, "min",      3.156,      -0.000,     -0.000,      0.000,     -0.103,      0.659
   140, "max",     21.508,      -0.000,     -0.000,      0.000,     -0.013,     -0.231
